module,locus_tag,gene_weight,accession,start,end,strand,product,old_locus_tag,Description,Preferred_name,PFAMs,Protein names,Length,Protein families,Gene Ontology (GO),Gene Ontology (molecular function),regulator
14,Atu3932,-0.0690244185226673,NC_003063.2,1035350.0,1036150.0,-,conserved hypothetical protein,AGR_L_1827,N-formylglutamate amidohydrolase,hutG,FGase,N-formylglutamate deformylase,266.0,,,,
14,Atu0043,0.2448264147898072,NC_003062.2,43805.0,44401.0,-,imidazoleglycerol-phosphate dehydratase,AGR_C_69,imidazoleglycerol-phosphate dehydratase,hisB,IGPD,Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19),198.0,Imidazoleglycerol-phosphate dehydratase family,cytoplasm [GO:0005737]; imidazoleglycerol-phosphate dehydratase activity [GO:0004424]; histidine biosynthetic process [GO:0000105],imidazoleglycerol-phosphate dehydratase activity [GO:0004424],
14,Atu0041,0.2636044475672037,NC_003062.2,42636.0,43286.0,-,glutamine amidotransferase,AGR_C_64,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR",hisH,GATase,Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH),216.0,,cytoplasm [GO:0005737]; glutaminase activity [GO:0004359]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; glutamine metabolic process [GO:0006541]; histidine biosynthetic process [GO:0000105],glutaminase activity [GO:0004359]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829],
14,Atu0040,0.2088267254271821,NC_003062.2,41891.0,42634.0,-,phosphoribosylformino-5-aminoimidazole carboxamide ribotide isomerase,AGR_C_63,1-(5-phosphoribosyl)-5- (5-phosphoribosylamino)methylideneamino imidazole-4-carboxamide isomerase,hisA,His_biosynth,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase),247.0,HisA/HisF family,cytoplasm [GO:0005737]; 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity [GO:0003949]; histidine biosynthetic process [GO:0000105],1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity [GO:0003949],
14,Atu0039,0.23954719240878,NC_003062.2,41118.0,41894.0,-,imidazoleglycerol-phosphate synthase cyclase,AGR_C_62,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit",hisF,His_biosynth,Imidazole glycerol phosphate synthase subunit HisF (EC 4.3.2.10) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF),258.0,HisA/HisF family,cytoplasm [GO:0005737]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; histidine biosynthetic process [GO:0000105],imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829],
14,Atu0038,0.2633218477802571,NC_003062.2,40779.0,41102.0,-,phosphoribosyl-ATP pyrophosphohydrolase,AGR_C_60,Phosphoribosyl-ATP,hisE,PRA-PH,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),107.0,PRA-PH family,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]; histidine biosynthetic process [GO:0000105],ATP binding [GO:0005524]; phosphoribosyl-ATP diphosphatase activity [GO:0004636],
14,Atu3931,-0.0682831992856433,NC_003063.2,1033662.0,1035335.0,-,urocanase,AGR_L_1830,Catalyzes the conversion of urocanate to 4-imidazolone- 5-propionate,hutU,"Urocanase,Urocanase_C,Urocanase_N",Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase),557.0,Urocanase family,cytoplasm [GO:0005737]; urocanate hydratase activity [GO:0016153]; histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557],urocanate hydratase activity [GO:0016153],
14,Atu3885,0.211830859167765,NC_003063.2,979862.0,980638.0,+,inositol monophosphatase family protein,AGR_L_1926,inositol mono-phosphatase,hisN,Inositol_P,histidinol-phosphatase (EC 3.1.3.15) (Histidinol-phosphate phosphatase),258.0,Inositol monophosphatase superfamily,histidinol-phosphatase activity [GO:0004401]; metal ion binding [GO:0046872]; histidine biosynthetic process [GO:0000105],histidinol-phosphatase activity [GO:0004401]; metal ion binding [GO:0046872],
14,Atu2036,0.0686584247144314,NC_003062.2,1994007.0,1995800.0,-,acetolactate synthase III%2C large subunit,AGR_C_3689,acetolactate synthase,ilvI,"TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N",Acetolactate synthase (EC 2.2.1.6),597.0,TPP enzyme family,acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]; isoleucine biosynthetic process [GO:0009097]; valine biosynthetic process [GO:0009099],acetolactate synthase activity [GO:0003984]; flavin adenine dinucleotide binding [GO:0050660]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976],
14,Atu0225,-0.0648154502358256,NC_003062.2,229889.0,230143.0,-,hypothetical protein,,,,,Uncharacterized protein,84.0,,,,
14,Atu1759,0.0813880792718605,NC_003062.2,1743749.0,1745152.0,-,L-serine dehydratase,AGR_C_3229,L-serine dehydratase,sdaA,"SDH_alpha,SDH_beta",L-serine dehydratase (EC 4.3.1.17),467.0,Iron-sulfur dependent L-serine dehydratase family,"4 iron, 4 sulfur cluster binding [GO:0051539]; L-serine ammonia-lyase activity [GO:0003941]; metal ion binding [GO:0046872]; gluconeogenesis [GO:0006094]","4 iron, 4 sulfur cluster binding [GO:0051539]; L-serine ammonia-lyase activity [GO:0003941]; metal ion binding [GO:0046872]",
14,Atu1874,-0.0742715396473638,NC_003062.2,1853926.0,1855017.0,-,RecA protein,AGR_C_3441,"Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage",recA,RecA,Protein RecA (Recombinase A),363.0,RecA family,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; single-stranded DNA binding [GO:0003697]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; SOS response [GO:0009432],ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; single-stranded DNA binding [GO:0003697],Atu1395
15,Atu4128,0.1166402421540964,NC_003063.2,1246439.0,1248034.0,+,GMC type oxidoreductase,AGR_L_1451,Belongs to the GMC oxidoreductase family,-,"GMC_oxred_C,GMC_oxred_N",GMC type oxidoreductase,531.0,GMC oxidoreductase family,"flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]","flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on CH-OH group of donors [GO:0016614]",
15,Atu4530,0.1197032027552672,NC_003063.2,1678465.0,1679157.0,+,transcriptional regulator%2C TetR family,AGR_L_676,"Bacterial regulatory proteins, tetR family",-,TetR_N,"Transcriptional regulator, TetR family",230.0,,DNA binding [GO:0003677],DNA binding [GO:0003677],
15,Atu4616,-0.112183347492235,NC_003063.2,1763170.0,1764063.0,-,dTDP-4-dehydrorhamnose reductase,AGR_L_531,Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose,rfbD,RmlD_sub_bind,dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133),297.0,DTDP-4-dehydrorhamnose reductase family,dTDP-4-dehydrorhamnose reductase activity [GO:0008831]; dTDP-rhamnose biosynthetic process [GO:0019305],dTDP-4-dehydrorhamnose reductase activity [GO:0008831],
15,Atu8201,-0.1112318071174982,NC_003063.2,2064459.0,2064656.0,+,conserved hypothetical protein,AGR_L_17,Uncharacterized small protein (DUF2158),-,DUF2158,DUF2158 domain-containing protein,65.0,,,,
15,Atu0017,-0.1197681560379532,NC_003062.2,14475.0,15137.0,+,N-(5-phosphoribosyl) anthranilate isomerase,AGR_C_26,Belongs to the TrpF family,trpF,PRAI,N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24),220.0,TrpF family,phosphoribosylanthranilate isomerase activity [GO:0004640]; tryptophan biosynthetic process [GO:0000162],phosphoribosylanthranilate isomerase activity [GO:0004640],
15,Atu0038,-0.1580185956133271,NC_003062.2,40779.0,41102.0,-,phosphoribosyl-ATP pyrophosphohydrolase,AGR_C_60,Phosphoribosyl-ATP,hisE,PRA-PH,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),107.0,PRA-PH family,cytoplasm [GO:0005737]; ATP binding [GO:0005524]; phosphoribosyl-ATP diphosphatase activity [GO:0004636]; histidine biosynthetic process [GO:0000105],ATP binding [GO:0005524]; phosphoribosyl-ATP diphosphatase activity [GO:0004636],
15,Atu3878,0.1371305394926966,NC_003063.2,973016.0,973951.0,-,transcriptional regulator,AGR_L_1935,Transcriptional regulator,-,"Sigma70_r4_2,Sugar-bind",Transcriptional regulator,311.0,SorC transcriptional regulatory family,carbohydrate binding [GO:0030246],carbohydrate binding [GO:0030246],
15,Atu0041,-0.1116212022363057,NC_003062.2,42636.0,43286.0,-,glutamine amidotransferase,AGR_C_64,"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR",hisH,GATase,Imidazole glycerol phosphate synthase subunit HisH (EC 4.3.2.10) (IGP synthase glutaminase subunit) (EC 3.5.1.2) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH),216.0,,cytoplasm [GO:0005737]; glutaminase activity [GO:0004359]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829]; glutamine metabolic process [GO:0006541]; histidine biosynthetic process [GO:0000105],glutaminase activity [GO:0004359]; imidazoleglycerol-phosphate synthase activity [GO:0000107]; lyase activity [GO:0016829],
15,Atu0030,-0.1147013705913915,NC_003062.2,33411.0,33686.0,-,phosphocarrier protein HPr,AGR_C_49,Phosphotransferase System,ptsH,PTS-HPr,Phosphocarrier protein HPr,91.0,,,,
15,Atu0062,-0.1165654287174648,NC_003062.2,65054.0,66286.0,-,transcriptional regulator%2C ROK family,AGR_C_93,ROK family,frcR,"HTH_24,ROK","Transcriptional regulator, ROK family",410.0,ROK (NagC/XylR) family,,,
15,Atu0664,-0.1143886089292975,NC_003062.2,659193.0,660092.0,-,transcriptional regulator%2C LysR family,AGR_C_1186,Transcriptional regulator,ttdR,"HTH_1,LysR_substrate","Transcriptional regulator, LysR family",299.0,LysR transcriptional regulatory family,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],Atu0662
15,Atu3817,-0.1167875267297759,NC_003063.2,912674.0,914185.0,+,dehydratase,AGR_L_2029,dehydratase,-,"GD_AH_C,SAF",Dehydratase,503.0,UxaA family,lyase activity [GO:0016829],lyase activity [GO:0016829],
15,Atu3706,0.1898062988233399,NC_003063.2,785354.0,786949.0,-,D-3-phosphoglycerate dehydrogenase,AGR_L_2264,Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family,serA,"2-Hacid_dh,2-Hacid_dh_C,ACT",D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),531.0,D-isomer specific 2-hydroxyacid dehydrogenase family,NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617]; L-serine biosynthetic process [GO:0006564],NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617],Atu4420
15,Atu2821,-0.1213695904868077,NC_003062.2,2823977.0,2824669.0,+,transcriptional regulator%2C GntR family,AGR_C_5113,FCD,-,"FCD,GntR","Transcriptional regulator, GntR family",230.0,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700],
15,Atu0665,-0.1234631716310523,NC_003062.2,660204.0,661637.0,+,glycolate oxidase subunit,AGR_C_1189,Glycolate oxidase subunit,glcD,"FAD-oxidase_C,FAD_binding_4",Glycolate oxidase subunit,477.0,,catalytic activity [GO:0003824]; FAD binding [GO:0071949],catalytic activity [GO:0003824]; FAD binding [GO:0071949],Atu0662
15,Atu1517,-0.1191462247564255,NC_003062.2,1508043.0,1508573.0,+,conserved hypothetical protein,AGR_C_2798,"Carbonic anhydrases acetyltransferases, isoleucine patch superfamily",-,Hexapep,Gamma carbonic anhydrase family protein,176.0,,,,
15,Atu0667,-0.115832807912187,NC_003062.2,663091.0,664392.0,+,glycolate oxidase iron-sulfur subunit,AGR_C_1194,"Glycolate oxidase, iron-sulfur subunit",glcF,"CCG,Fer4_7",Glycolate oxidase iron-sulfur subunit (EC 1.1.99.14),433.0,,"4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]","4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]",Atu0662
15,Atu0666,-0.1079848448186095,NC_003062.2,661873.0,663075.0,+,glycolate oxidase subunit,AGR_C_1191,Glycolate oxidase subunit,glcE,"FAD-oxidase_C,FAD_binding_4",Glycolate oxidase subunit,400.0,,catalytic activity [GO:0003824]; FAD binding [GO:0071949],catalytic activity [GO:0003824]; FAD binding [GO:0071949],Atu0662
15,Atu0047,-0.1203052245432705,NC_003062.2,47736.0,49970.0,+,malate synthase G,AGR_C_78,Involved in the glycolate utilization. Catalyzes the condensation and subsequent hydrolysis of acetyl-coenzyme A (acetyl-CoA) and glyoxylate to form malate and CoA,glcB,Malate_synthase,Malate synthase G (EC 2.3.3.9),731.0,"Malate synthase family, GlcB subfamily",cytoplasm [GO:0005737]; malate synthase activity [GO:0004474]; metal ion binding [GO:0046872]; glyoxylate cycle [GO:0006097]; tricarboxylic acid cycle [GO:0006099],malate synthase activity [GO:0004474]; metal ion binding [GO:0046872],
16,Atu0062,0.5126613202482868,NC_003062.2,65054.0,66286.0,-,transcriptional regulator%2C ROK family,AGR_C_93,ROK family,frcR,"HTH_24,ROK","Transcriptional regulator, ROK family",410.0,ROK (NagC/XylR) family,,,
16,Atu0064,-0.0710729034196533,NC_003062.2,67798.0,68880.0,+,ABC transporter%2C membrane spanning protein (sugar),AGR_C_96,Belongs to the binding-protein-dependent transport system permease family,frcC,BPD_transp_2,"ABC transporter, membrane spanning protein (Sugar)",360.0,,plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857],transmembrane transporter activity [GO:0022857],
16,Atu0140,-0.0771550458344073,NC_003062.2,142961.0,143587.0,-,cytochrome o ubiquinol oxidase subunit III,AGR_C_225,"Heme copper-type cytochrome quinol oxidase, subunit 3",cyoC,COX3,Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3),208.0,Cytochrome c oxidase subunit 3 family,plasma membrane [GO:0005886]; cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129]; aerobic electron transport chain [GO:0019646],cytochrome bo3 ubiquinol oxidase activity [GO:0009486]; cytochrome-c oxidase activity [GO:0004129],
16,Atu0401,0.3457203600342752,NC_003062.2,395635.0,396561.0,+,fructokinase,AGR_C_706,"Sugar kinases, ribokinase family",frk,PfkB,Fructokinase,308.0,,"kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]; phosphorylation [GO:0016310]","kinase activity [GO:0016301]; phosphotransferase activity, alcohol group as acceptor [GO:0016773]",Atu4505
16,Atu1902,0.1775427463828734,NC_003062.2,1879142.0,1880071.0,+,transketolase,AGR_C_3491,Transketolase,tktA,"Transket_pyr,Transketolase_C",Transketolase,309.0,,catalytic activity [GO:0003824],catalytic activity [GO:0003824],
16,Atu1904,0.2614062445868156,NC_003062.2,1881707.0,1882642.0,+,transcriptional regulator,AGR_C_3494,transcriptional regulator,-,"HTH_23,HTH_24,MarR_2,Sugar-bind",Transcriptional regulator,311.0,SorC transcriptional regulatory family,carbohydrate binding [GO:0030246]; DNA-binding transcription factor activity [GO:0003700],carbohydrate binding [GO:0030246]; DNA-binding transcription factor activity [GO:0003700],
16,Atu3162,0.095800589703678,NC_003063.2,171019.0,172032.0,-,transcriptional regulator%2C LacI family,AGR_L_3298,transcriptional regulator,rbsR,"LacI,Peripla_BP_3","Transcriptional regulator, LacI family",337.0,,DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677],Atu3162
16,Atu3577,0.1059637069264478,NC_003063.2,631102.0,632346.0,+,transcriptional regulator,AGR_L_2504,Transcriptional regulator,-,"HTH_24,MarR,MarR_2,ROK",Transcriptional regulator,414.0,ROK (NagC/XylR) family,,,Atu3577
16,Atu3815,0.1123602274189737,NC_003063.2,910387.0,911046.0,-,transcriptional regulator%2C GntR family,AGR_L_2035,FCD,-,"FCD,GntR","Transcriptional regulator, GntR family",219.0,,DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565],DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565],
16,Atu3878,0.182609301300795,NC_003063.2,973016.0,973951.0,-,transcriptional regulator,AGR_L_1935,Transcriptional regulator,-,"Sigma70_r4_2,Sugar-bind",Transcriptional regulator,311.0,SorC transcriptional regulatory family,carbohydrate binding [GO:0030246],carbohydrate binding [GO:0030246],
16,Atu0065,-0.0605389742559135,NC_003062.2,68880.0,69662.0,+,ABC transporter%2C nucleotide binding/ATPase protein (sugar),AGR_C_98,ABC transporter,frcA,ABC_tran,"ABC transporter, nucleotide binding/ATPase protein (Sugar)",260.0,,ATP binding [GO:0005524],ATP binding [GO:0005524],
16,Atu3485,0.0847229088727863,NC_003063.2,534232.0,536328.0,-,oxidoreductase,AGR_L_2690,Short chain dehydrogenase,rhaD,"Aldolase_II,adh_short_C2",Oxidoreductase,698.0,,,,Atu3486
